loan_id,loan_status,loan_amnt,funded_amnt,interest_rate,monthly_payment,term,grade,sub_grade,dti,delinq_2yrs,inquiries_6mo,public_records,revolving_utilization,open_accounts,total_accounts,purpose,home_ownership,state,earliest_cr_Line,employment_length,annual_income,verification_status,VAR24,recoveries,total_rec_prncp,default_flag,_LEVEL_,pred_prob,Fair Rate ,Grade implied rate
71762,Fully Paid,9000,9000,22.35,345.35,36 months,D,D5,28.89,2,0,0,63.1,16,32,moving,RENT,VA,JAN1996,7 years,100000,Source Verified,9000,0,9000,0,1,0.4236102556,0.26658105707653645,0.21124155917823043
71825,Fully Paid,5000,5000,16.91,178.04,36 months,C,C5,31.8,0,1,0,15.3,17,30,debt_consolidation,OWN,NM,AUG2001,10+ years,30000,Source Verified,5000,0,5000,0,1,0.2891282913,0.20043784681560736,0.1715567968159956
71835,Fully Paid,21000,21000,19.92,555.44,60 months,D,D3,16.2,1,0,0,88.5,6,12,debt_consolidation,RENT,VA,JUN1994,< 1 year,70000,Source Verified,21000,0,21000,0,1,0.3814422015,0.2470125019241182,0.21124155917823043
71984,Fully Paid,1000,1000,8.46,31.55,36 months,A,A5,26.8,1,0,0,55.8,24,38,medical,MORTGAGE,TX,AUG2003,2 years,60000,Not Verified,1000,0,1000,0,1,0.064384967,0.09452543476607132,0.09318522201240317
72022,Fully Paid,32000,32000,22.35,890.19,60 months,D,D5,24.48,0,1,0,55,17,36,debt_consolidation,MORTGAGE,IL,AUG2006,3 years,75000,Source Verified,32000,0,32000,0,1,0.3846161482,0.24848540724013055,0.21124155917823043
72037,Fully Paid,30000,30000,16.14,1056.79,36 months,C,C4,22.99,1,1,0,64.7,24,43,debt_consolidation,MORTGAGE,MO,NOV2009,< 1 year,155000,Source Verified,30000,0,30000,0,1,0.2961123924,0.2035886664926803,0.1715567968159956
72087,Fully Paid,28000,28000,15.02,666.42,60 months,C,C3,28.73,1,0,0,67.2,13,27,debt_consolidation,MORTGAGE,FL,FEB2005,10+ years,85000,Verified,28000,0,28000,0,1,0.2596692237,0.1871476311481535,0.1715567968159956
72223,Fully Paid,1000,1000,24.37,39.43,36 months,E,E2,17.46,0,1,1,11.3,7,22,debt_consolidation,RENT,MD,APR2002,n/a,44000,Not Verified,1000,0,1000,0,1,0.4652046846,0.30302266152845236,0.26321838497840144
72238,Fully Paid,20000,20000,13.56,460.82,60 months,C,C1,9.69,0,0,1,56.8,14,33,credit_card,MORTGAGE,NJ,OCT2001,< 1 year,180000,Not Verified,20000,0,20000,0,1,0.1551637134,0.14000083108024097,0.1715567968159956
72285,Fully Paid,1000,1000,12.73,33.57,36 months,B,B5,12.72,0,0,0,16.7,4,8,debt_consolidation,RENT,TX,JUL2009,1 year,24900,Not Verified,1000,0,1000,0,1,0.1275325133,0.12264804788787541,0.12551628685844768
72310,Fully Paid,25000,25000,19.92,928.08,36 months,D,D3,10.17,0,1,0,44,16,49,house,MORTGAGE,WI,JUL1997,10+ years,500000,Not Verified,25000,0,25000,0,1,0.1920797578,0.15913675089817417,0.21124155917823043
72327,Fully Paid,6000,6000,10.08,193.83,36 months,B,B1,3.89,0,0,0,14.5,22,38,other,MORTGAGE,CA,JUN2005,n/a,80000,Verified,6000,0,6000,0,1,0.1285674766,0.12307530205209326,0.12551628685844768
72328,Fully Paid,14000,14000,22.35,389.46,60 months,D,D5,26.98,0,2,0,8.8,23,31,debt_consolidation,MORTGAGE,NY,AUG2004,2 years,66500,Source Verified,14000,0,14000,0,1,0.3834190226,0.24792986777244683,0.21124155917823043
72370,Fully Paid,25000,25000,8.46,788.73,36 months,A,A5,8.85,0,0,0,0,6,20,home_improvement,OWN,OH,MAR1996,6 years,450000,Source Verified,25000,0,25000,0,1,0.0698999959,0.09662621213417881,0.09318522201240317
72418,Fully Paid,30000,30000,19.92,1113.69,36 months,D,D3,16.46,1,0,0,31.1,19,32,small_business,RENT,MD,JAN1983,2 years,115000,Verified,30000,0,30000,0,1,0.4724332132,0.28923789431721375,0.21124155917823043
72420,Fully Paid,5400,5400,10.33,175.09,36 months,B,B1,13.46,0,0,0,44.3,21,61,home_improvement,MORTGAGE,TX,MAY1996,10+ years,140000,Source Verified,5400,0,5400,0,1,0.0921085493,0.10802430602948944,0.12551628685844768
72455,Fully Paid,23000,23000,8.46,725.63,36 months,A,A5,21.15,0,0,0,69.6,7,9,credit_card,RENT,NY,FEB2010,2 years,83000,Source Verified,23000,0,23000,0,1,0.0995061558,0.10790375062078433,0.09318522201240317
72560,Fully Paid,14350,14350,27.27,587.93,36 months,E,E5,31.62,0,2,0,47.2,6,15,car,MORTGAGE,NY,MAR2014,1 year,31200,Verified,14350,0,14350,0,1,0.3996974797,0.27020987236186694,0.26321838497840144
72603,Fully Paid,2750,2750,11.55,90.75,36 months,B,B4,28.27,0,2,0,13.7,10,29,medical,RENT,CT,APR1990,10+ years,54000,Not Verified,2750,0,2750,0,1,0.1517313458,0.1326378242933144,0.12551628685844768
72714,Fully Paid,15000,15000,12.98,341.15,60 months,B,B5,12.41,0,0,0,81.1,16,36,debt_consolidation,MORTGAGE,MA,OCT2004,10+ years,145000,Source Verified,15000,0,15000,0,1,0.1178737398,0.11866070727481981,0.12551628685844768
72717,Fully Paid,7675,7675,7.56,238.96,36 months,A,A3,28.82,0,0,0,5.6,10,63,debt_consolidation,MORTGAGE,VA,OCT2002,10+ years,105000,Source Verified,7675,0,7675,0,1,0.046325754,0.08764634371430317,0.09318522201240317
72719,Fully Paid,8000,8000,16.91,284.87,36 months,C,C5,6.54,0,0,0,17.9,7,12,other,RENT,WA,OCT2005,2 years,38000,Not Verified,8000,0,8000,0,1,0.1944357542,0.15771808876877172,0.1715567968159956
72770,Fully Paid,12000,12000,13.56,407.58,36 months,C,C1,17.49,0,1,1,69.8,9,23,debt_consolidation,MORTGAGE,CA,JUN2004,10+ years,84000,Not Verified,12000,0,12000,0,1,0.1547662738,0.139821529478761,0.1715567968159956
72774,Fully Paid,4000,4000,22.35,153.49,36 months,D,D5,27.58,0,2,0,47.1,16,45,debt_consolidation,MORTGAGE,IN,JUL2008,1 year,55000,Verified,4000,0,4000,0,1,0.281950748,0.20084238483993902,0.21124155917823043
72794,Fully Paid,9400,9400,10.33,304.78,36 months,B,B1,20.44,0,0,1,9.4,17,34,credit_card,MORTGAGE,NJ,FEB1980,8 years,44800,Source Verified,9400,0,9400,0,1,0.1258992727,0.12197381253332741,0.12551628685844768
72822,Fully Paid,40000,40000,10.08,851.46,60 months,B,B1,11.2,0,1,0,15.8,14,25,debt_consolidation,MORTGAGE,CA,SEP2005,10+ years,170000,Source Verified,40000,0,40000,0,1,0.1489304752,0.13148156722865775,0.12551628685844768
72946,Fully Paid,28025,28025,13.56,645.72,60 months,C,C1,31.03,0,0,0,58.7,16,26,debt_consolidation,MORTGAGE,ME,DEC1990,10+ years,48000,Source Verified,28025,0,28025,0,1,0.2787030941,0.1957346049803588,0.1715567968159956
72963,Fully Paid,10900,10900,20.89,294.21,60 months,D,D4,6.91,0,0,0,60.6,8,20,debt_consolidation,MORTGAGE,WV,OCT2009,< 1 year,61300,Source Verified,10900,0,10900,0,1,0.2424694746,0.18252066019541477,0.21124155917823043
72971,Fully Paid,15000,15000,18.94,388.62,60 months,D,D2,16.62,0,0,0,21.9,25,29,debt_consolidation,RENT,FL,NOV2001,10+ years,53000,Verified,15000,0,15000,0,1,0.3779765076,0.24540420807060723,0.21124155917823043
72998,Fully Paid,15000,15000,6.67,460.9,36 months,A,A2,0.84,0,3,0,1.3,25,49,home_improvement,MORTGAGE,IL,FEB2005,n/a,40000,Verified,15000,0,15000,0,1,0.0703135176,0.09678373026224905,0.09318522201240317
73003,Fully Paid,3000,3000,18.94,109.88,36 months,D,D2,5.38,0,0,1,35.7,7,18,other,MORTGAGE,CA,NOV1998,3 years,55800,Source Verified,3000,0,3000,0,1,0.1946705827,0.16033905204836904,0.21124155917823043
73004,Fully Paid,25000,25000,7.21,774.34,36 months,A,A3,28.36,1,0,0,65.2,16,31,credit_card,MORTGAGE,ND,JAN2006,9 years,135000,Source Verified,25000,0,25000,0,1,0.0844698093,0.10217612579796202,0.09318522201240317
73043,Fully Paid,9000,9000,11.06,294.91,36 months,B,B3,16.8,0,2,0,35.9,14,22,credit_card,MORTGAGE,PA,JUL1990,2 years,27996,Verified,9000,0,9000,0,1,0.1121292342,0.11628925706110424,0.12551628685844768
73091,Fully Paid,20000,20000,11.8,442.88,60 months,B,B4,22.13,0,1,0,6.6,19,33,major_purchase,MORTGAGE,FL,SEP1993,10+ years,95000,Source Verified,20000,0,20000,0,1,0.1605946957,0.13629679766337968,0.12551628685844768
73150,Fully Paid,18000,18000,25.34,531.92,60 months,E,E3,27.07,0,0,0,61.7,11,13,debt_consolidation,MORTGAGE,MD,JUN2015,10+ years,42240,Not Verified,18000,0,18000,0,1,0.3979228861,0.2693209721906253,0.26321838497840144
73151,Fully Paid,7000,7000,20.89,263.34,36 months,D,D4,14.25,0,2,0,27.5,17,33,home_improvement,MORTGAGE,NC,JUN1994,10+ years,60000,Not Verified,7000,0,7000,0,1,0.2402138176,0.18147389744215228,0.21124155917823043
73198,Fully Paid,15000,15000,7.84,468.94,36 months,A,A4,14.5,0,0,0,25.5,7,8,credit_card,MORTGAGE,TX,DEC1990,< 1 year,60000,Not Verified,15000,0,15000,0,1,0.0525539559,0.09001878197940894,0.09318522201240317
73243,Fully Paid,10000,10000,11.55,330,36 months,B,B4,9.47,0,1,0,70.4,14,17,credit_card,RENT,NY,FEB2007,8 years,85000,Not Verified,10000,0,10000,0,1,0.1355412175,0.12595420591245365,0.12551628685844768
73267,Fully Paid,25000,25000,16.14,880.66,36 months,C,C4,1.53,0,0,0,5.5,5,8,other,MORTGAGE,GA,APR2012,< 1 year,50100,Source Verified,25000,0,25000,0,1,0.1893754693,0.15543518292216033,0.1715567968159956
73329,Fully Paid,4000,4000,19.92,148.5,36 months,D,D3,11.28,0,0,1,32.3,4,13,other,MORTGAGE,FL,SEP2005,n/a,14892,Verified,4000,0,4000,0,1,0.2904891074,0.2048047056156105,0.21124155917823043
73362,Fully Paid,3000,3000,11.06,98.31,36 months,B,B3,19.7,0,2,0,20.7,13,22,debt_consolidation,MORTGAGE,WA,NOV2010,4 years,55000,Not Verified,3000,0,3000,0,1,0.1033205595,0.11265285473957708,0.12551628685844768
73369,Fully Paid,25000,25000,11.8,553.59,60 months,B,B4,22.93,0,2,0,5.1,16,33,debt_consolidation,MORTGAGE,NY,AUG1996,10+ years,117600,Not Verified,25000,0,25000,0,1,0.1363056935,0.12626979734883076,0.12551628685844768
73393,Fully Paid,5000,5000,8.46,157.75,36 months,A,A5,27.3,0,0,0,29.6,27,53,debt_consolidation,MORTGAGE,MA,MAY2004,10+ years,85000,Source Verified,5000,0,5000,0,1,0.0678001983,0.09582636006528278,0.09318522201240317
73411,Fully Paid,7000,7000,6.67,215.09,36 months,A,A2,9.52,0,0,0,16.6,13,22,car,RENT,CA,JUN1996,1 year,60000,Source Verified,7000,0,7000,0,1,0.0607959131,0.09315829719657681,0.09318522201240317
73414,Fully Paid,5000,5000,11.55,165,36 months,B,B4,27.15,1,2,0,26.4,10,22,debt_consolidation,OWN,MI,JUN2001,n/a,48000,Verified,5000,0,5000,0,1,0.2204865819,0.16102140169698323,0.12551628685844768
73432,Fully Paid,5000,5000,11.06,163.84,36 months,B,B3,21.74,1,1,1,18.4,16,25,home_improvement,MORTGAGE,NC,APR1991,4 years,86000,Not Verified,5000,0,5000,0,1,0.1219375223,0.12033832038013537,0.12551628685844768
73440,Fully Paid,3000,3000,7.84,93.79,36 months,A,A4,23.86,0,1,0,46.5,11,28,debt_consolidation,MORTGAGE,IL,JUL2008,10+ years,75000,Not Verified,3000,0,3000,0,1,0.0466546438,0.0877716239732047,0.09318522201240317
73497,Fully Paid,3000,3000,7.84,93.79,36 months,A,A4,18.2,0,0,0,23.8,17,31,debt_consolidation,MORTGAGE,TX,OCT2010,9 years,82500,Not Verified,3000,0,3000,0,1,0.0490507424,0.08868434261927273,0.09318522201240317
73553,Fully Paid,25000,25000,10.33,810.56,36 months,B,B1,20.39,0,2,0,15.6,8,17,debt_consolidation,MORTGAGE,TX,OCT2001,< 1 year,125000,Not Verified,25000,0,25000,0,1,0.1272996173,0.12255190362282786,0.12551628685844768
73577,Fully Paid,16000,16000,12.98,538.95,36 months,B,B5,19.37,0,0,0,39.6,6,12,debt_consolidation,MORTGAGE,CO,FEB1994,5 years,80000,Not Verified,16000,0,16000,0,1,0.1205114152,0.11974959400008338,0.12551628685844768
73580,Fully Paid,4000,4000,15.02,138.71,36 months,C,C3,21.51,0,3,1,5.6,21,41,major_purchase,OWN,NY,JAN2008,10+ years,65000,Source Verified,4000,0,4000,0,1,0.2381495194,0.1774391938299665,0.1715567968159956
73680,Fully Paid,25000,25000,8.46,788.73,36 months,A,A5,12.28,0,1,1,67.4,8,11,credit_card,MORTGAGE,CA,FEB2000,< 1 year,325000,Not Verified,25000,0,25000,0,1,0.0565423661,0.09153804181191662,0.09318522201240317
73708,Fully Paid,20000,20000,11.8,442.88,60 months,B,B4,11.02,0,1,0,62.5,10,32,debt_consolidation,MORTGAGE,TX,SEP2004,8 years,375000,Source Verified,20000,0,20000,0,1,0.1143087413,0.11718900247663479,0.12551628685844768
73831,Fully Paid,14000,14000,13.56,322.58,60 months,C,C1,16.9,0,1,0,47.3,8,17,home_improvement,MORTGAGE,PA,FEB2000,10+ years,113000,Not Verified,14000,0,14000,0,1,0.1698773202,0.14663875357912262,0.1715567968159956
73948,Fully Paid,30000,30000,22.35,834.55,60 months,D,D5,14.24,0,0,0,56.5,8,25,credit_card,MORTGAGE,NC,FEB1999,10+ years,51000,Not Verified,30000,0,30000,0,1,0.2688749606,0.1947744200651975,0.21124155917823043
73953,Fully Paid,13000,13000,11.55,286.24,60 months,B,B4,16.03,0,0,0,27.4,23,52,credit_card,RENT,PA,JUL2006,10+ years,45000,Not Verified,13000,0,13000,0,1,0.1343828279,0.1254759988297613,0.12551628685844768
73970,Fully Paid,15000,15000,19.92,396.75,60 months,D,D3,19.45,0,0,0,98.4,11,20,debt_consolidation,MORTGAGE,AZ,MAY2005,10+ years,48000,Source Verified,15000,0,15000,0,1,0.2858785453,0.20266512292290337,0.21124155917823043
74016,Fully Paid,6000,6000,12.98,202.11,36 months,B,B5,23.65,0,0,1,36,14,33,other,RENT,NY,JUN1997,10+ years,105000,Source Verified,6000,0,6000,0,1,0.1640751405,0.13773359695291038,0.12551628685844768
74065,Fully Paid,10225,10225,8.19,321.32,36 months,A,A4,28.98,0,0,0,56.6,8,16,debt_consolidation,MORTGAGE,TX,AUG1996,9 years,51250,Verified,10225,0,10225,0,1,0.0669424179,0.09549961551257043,0.09318522201240317
74075,Fully Paid,16000,16000,6.11,487.55,36 months,A,A1,21.53,0,2,1,27.3,27,42,credit_card,MORTGAGE,DE,JAN1995,8 years,90000,Not Verified,16000,0,16000,0,1,0.0610031915,0.0932372534050597,0.09318522201240317
74099,Fully Paid,23000,23000,10.08,743.01,36 months,B,B1,21.33,0,0,0,64,10,31,debt_consolidation,RENT,GA,MAY2002,10+ years,75000,Not Verified,23000,0,23000,0,1,0.1451543497,0.1299227048569348,0.12551628685844768
74137,Fully Paid,6000,6000,10.33,194.54,36 months,B,B1,12.91,0,0,0,80.7,5,6,credit_card,RENT,FL,AUG2014,2 years,29000,Source Verified,6000,0,6000,0,1,0.136328038,0.1262790216185922,0.12551628685844768
74151,Fully Paid,8000,8000,12.98,269.48,36 months,B,B5,7.37,1,0,0,53.9,16,27,debt_consolidation,MORTGAGE,CA,DEC1993,10+ years,250000,Not Verified,8000,0,8000,0,1,0.0975031465,0.11025130684969046,0.12551628685844768
74160,Fully Paid,27000,27000,22.35,751.1,60 months,D,D5,37.54,0,1,0,25,35,40,debt_consolidation,RENT,CA,FEB2009,2 years,60000,Verified,27000,0,27000,0,1,0.5724276899,0.33564144491978115,0.21124155917823043
74202,Fully Paid,4800,4800,18.94,175.81,36 months,D,D2,11.1,0,0,0,57.5,3,5,major_purchase,RENT,CT,AUG2012,< 1 year,36000,Not Verified,4800,0,4800,0,1,0.2720858984,0.19626449151315375,0.21124155917823043
74329,Fully Paid,22000,22000,8.46,694.08,36 months,A,A5,14.15,0,0,0,30.1,19,29,debt_consolidation,MORTGAGE,OK,FEB2002,10+ years,62000,Source Verified,22000,0,22000,0,1,0.0699062825,0.09662860681736939,0.09318522201240317
74364,Fully Paid,40000,40000,11.55,880.71,60 months,B,B4,16.4,0,0,0,14.1,11,23,debt_consolidation,OWN,GA,FEB2000,3 years,108000,Not Verified,40000,0,40000,0,1,0.1683625157,0.13950351372944184,0.12551628685844768
74389,Fully Paid,15000,15000,22.35,417.28,60 months,D,D5,15.1,0,0,0,50.7,8,48,debt_consolidation,RENT,CO,SEP2006,1 year,75000,Source Verified,15000,0,15000,0,1,0.3117153918,0.21465499929948043,0.21124155917823043
74423,Fully Paid,4350,4350,17.97,157.2,36 months,D,D1,81.57,0,1,0,72.7,12,24,debt_consolidation,MORTGAGE,FL,MAY2005,6 years,28000,Verified,4350,0,4350,0,1,0.4801706379,0.29282853242492846,0.21124155917823043
74443,Fully Paid,20500,20500,6.11,397.38,60 months,A,A1,15.31,0,0,0,39.1,9,25,credit_card,OWN,PA,NOV2003,10+ years,110000,Not Verified,20500,0,20500,0,1,0.0526463886,0.09005399131878938,0.09318522201240317
74446,Fully Paid,2000,2000,17.97,72.28,36 months,D,D1,14.75,0,0,0,29.7,5,6,other,RENT,NY,AUG2013,3 years,35000,Source Verified,2000,0,2000,0,1,0.2920748471,0.20554058578459436,0.21124155917823043
74505,Fully Paid,11000,11000,14.47,378.47,36 months,C,C2,6.38,0,0,0,94.8,8,10,debt_consolidation,RENT,FL,OCT2006,10+ years,80000,Not Verified,11000,0,11000,0,1,0.1906541023,0.15601202766688413,0.1715567968159956
74518,Fully Paid,1800,1800,10.47,58.48,36 months,B,B2,5.04,0,2,0,6.7,20,29,other,RENT,AR,OCT2014,4 years,25000,Verified,1800,0,1800,0,1,0.1179222307,0.11868072531695877,0.12551628685844768
74538,Fully Paid,15000,15000,7.21,464.6,36 months,A,A3,14.45,0,0,0,12,18,28,debt_consolidation,MORTGAGE,TN,OCT1997,10+ years,96000,Not Verified,15000,0,15000,0,1,0.0521408833,0.08986143492190479,0.09318522201240317
74553,Fully Paid,28000,28000,26.31,843.48,60 months,E,E4,14.81,1,0,0,37.5,11,24,debt_consolidation,OWN,NY,MAY2006,1 year,98000,Source Verified,28000,0,28000,0,1,0.4698123378,0.3053306512104292,0.26321838497840144
74578,Fully Paid,3500,3500,10.08,113.07,36 months,B,B1,20.53,0,3,0,7.8,26,69,debt_consolidation,MORTGAGE,NJ,JAN1998,3 years,160000,Not Verified,3500,0,3500,0,1,0.0885512587,0.1065557832111605,0.12551628685844768
74599,Fully Paid,18000,18000,7.02,555.96,36 months,A,A2,26.71,0,3,0,3.6,12,25,debt_consolidation,RENT,FL,JUL1994,10+ years,85000,Source Verified,18000,0,18000,0,1,0.0982234418,0.10741514093444984,0.09318522201240317
74605,Fully Paid,10000,10000,22.35,278.19,60 months,D,D5,3.9,0,0,0,95,5,8,credit_card,RENT,NY,NOV2004,2 years,80000,Source Verified,10000,0,10000,0,1,0.3022497533,0.21026236432986953,0.21124155917823043
74621,Fully Paid,40000,40000,11.8,885.75,60 months,B,B4,12.96,0,0,0,33.8,13,25,debt_consolidation,RENT,IL,SEP2002,4 years,110000,Source Verified,40000,0,40000,0,1,0.213336846,0.15806984347619138,0.12551628685844768
74703,Fully Paid,9000,9000,7.84,281.37,36 months,A,A4,8.77,0,2,1,29.7,7,23,home_improvement,OWN,AR,MAY1991,4 years,42000,Verified,9000,0,9000,0,1,0.0516551304,0.08967640258257968,0.09318522201240317
74753,Fully Paid,16000,16000,11.31,526.18,36 months,B,B3,14.15,0,1,0,31.3,4,18,moving,RENT,VA,JUL2003,1 year,68000,Not Verified,16000,0,16000,0,1,0.1283223502,0.12297410882605352,0.12551628685844768
74765,Fully Paid,23575,23575,7.21,730.2,36 months,A,A3,14.17,0,2,0,12.4,21,42,home_improvement,OWN,TN,JUL1995,10+ years,350000,Source Verified,23575,0,23575,0,1,0.0777894487,0.09963145185087229,0.09318522201240317
74800,Fully Paid,10000,10000,11.8,331.19,36 months,B,B4,11.24,0,0,0,29.1,10,14,credit_card,RENT,TX,JUL2015,3 years,80000,Not Verified,10000,0,10000,0,1,0.1352761874,0.1258447960291582,0.12551628685844768
74802,Fully Paid,3500,3500,13.56,118.88,36 months,C,C1,35.65,0,0,0,46.9,10,29,other,RENT,TX,OCT2002,10+ years,75000,Source Verified,3500,0,3500,0,1,0.2609861726,0.18774176179552052,0.1715567968159956
74939,Fully Paid,5000,5000,16.91,178.04,36 months,C,C5,20.17,1,0,0,28,13,32,car,MORTGAGE,CA,AUG2003,3 years,68000,Source Verified,5000,0,5000,0,1,0.1891433387,0.15533045911423451,0.1715567968159956
74991,Fully Paid,2800,2800,15.02,97.1,36 months,C,C3,23.64,6,2,0,32.8,12,31,credit_card,MORTGAGE,IL,APR1978,7 years,40000,Source Verified,2800,0,2800,0,1,0.229153023,0.17338049859117108,0.1715567968159956
75028,Fully Paid,20000,20000,13.56,679.29,36 months,C,C1,16.48,0,0,0,38.1,6,7,credit_card,MORTGAGE,NY,OCT2005,< 1 year,60000,Not Verified,20000,0,20000,0,1,0.1853913301,0.15363777134294399,0.1715567968159956
75118,Fully Paid,12500,12500,14.47,293.91,60 months,C,C2,19.48,0,1,0,51.9,13,21,credit_card,MORTGAGE,SD,JUN2008,10+ years,85000,Source Verified,12500,0,12500,0,1,0.2055329787,0.16272451018433456,0.1715567968159956
75120,Fully Paid,10650,10650,12.73,357.46,36 months,B,B5,21.1,0,0,0,51.4,8,14,moving,MORTGAGE,CO,DEC2005,2 years,67407,Not Verified,10650,0,10650,0,1,0.1122273602,0.11632976549470575,0.12551628685844768
75134,Fully Paid,10000,10000,7.02,308.87,36 months,A,A2,9.3,0,0,0,64.8,4,6,credit_card,MORTGAGE,TX,MAY1998,4 years,59000,Source Verified,10000,0,10000,0,1,0.0470885881,0.08793692145051425,0.09318522201240317
75142,Charged Off,10000,10000,11.06,327.68,36 months,B,B3,25.01,0,0,0,96,7,35,home_improvement,MORTGAGE,GA,MAR2004,10+ years,100000,Source Verified,10000,0,235.51,1,1,0.1124964161,0.1164408373111483,0.12551628685844768
75171,Fully Paid,4800,4800,10.47,155.95,36 months,B,B2,9.02,0,0,0,54.5,7,30,home_improvement,MORTGAGE,TX,OCT2001,4 years,80000,Not Verified,4800,0,4800,0,1,0.0737520653,0.10044637140185736,0.12551628685844768
75248,Fully Paid,3000,3000,16.91,106.83,36 months,C,C5,19.15,0,0,0,29.9,13,19,other,RENT,CA,JAN2000,n/a,68000,Not Verified,3000,0,3000,0,1,0.3275219877,0.21775884666377457,0.1715567968159956
75380,Fully Paid,2200,2200,7.02,67.95,36 months,A,A2,10.56,0,0,0,28.1,9,27,debt_consolidation,MORTGAGE,WA,JAN1997,10+ years,64000,Not Verified,2200,0,2200,0,1,0.0347202258,0.08322558156970347,0.09318522201240317
75468,Fully Paid,25000,25000,16.14,609.82,60 months,C,C4,19.09,0,0,1,64.1,11,27,debt_consolidation,MORTGAGE,AZ,FEB2006,10+ years,63293,Verified,25000,0,25000,0,1,0.2151234152,0.16705115660643724,0.1715567968159956
75733,Fully Paid,25000,25000,10.08,532.17,60 months,B,B1,2.05,0,0,0,10.1,8,16,home_improvement,MORTGAGE,FL,JUN2002,8 years,90000,Source Verified,25000,0,25000,0,1,0.1157057393,0.11776571202073555,0.12551628685844768
75747,Fully Paid,20000,20000,23.4,568.42,60 months,E,E1,17.33,0,0,0,45.9,9,20,home_improvement,MORTGAGE,NY,OCT2005,6 years,100000,Not Verified,20000,0,20000,0,1,0.3328753031,0.23673840924914083,0.26321838497840144
75750,Fully Paid,5500,5500,15.02,190.72,36 months,C,C3,5.3,1,0,0,35.7,13,33,debt_consolidation,RENT,TX,NOV2001,1 year,65000,Not Verified,5500,0,5500,0,1,0.1830781086,0.15259418051926185,0.1715567968159956
75777,Fully Paid,17400,17400,12.73,584.02,36 months,B,B5,33.04,1,1,0,43,19,34,debt_consolidation,MORTGAGE,TX,JUN2003,10+ years,43000,Verified,17400,0,17400,0,1,0.1745362156,0.14205214418900144,0.12551628685844768
75798,Fully Paid,6000,6000,8.19,188.55,36 months,A,A4,17.36,0,1,0,35.6,11,50,debt_consolidation,MORTGAGE,IL,AUG1999,10+ years,110000,Not Verified,6000,0,6000,0,1,0.0362151241,0.08379501621333016,0.09318522201240317
75813,Fully Paid,6000,6000,16.14,211.36,36 months,C,C4,19.08,0,0,0,33.3,7,23,major_purchase,MORTGAGE,CO,NOV2005,< 1 year,67000,Source Verified,6000,0,6000,0,1,0.1995335368,0.16001791139383653,0.1715567968159956
75824,Fully Paid,10000,10000,17.97,253.78,60 months,D,D1,23.09,0,1,0,27.8,15,26,debt_consolidation,RENT,CA,OCT2007,5 years,79000,Source Verified,10000,0,10000,0,1,0.3623912858,0.2381717123136837,0.21124155917823043
75859,Fully Paid,6600,6600,23.4,256.87,36 months,E,E1,34.03,0,0,0,84.3,7,16,debt_consolidation,RENT,PA,APR2004,5 years,26000,Source Verified,6600,0,6600,0,1,0.4746278944,0.3077427804361651,0.26321838497840144
75920,Fully Paid,1500,1500,11.06,49.16,36 months,B,B3,9.19,0,1,0,6.2,9,18,credit_card,RENT,FL,MAY2013,< 1 year,43200,Source Verified,1500,0,1500,0,1,0.1323513092,0.1246373460734158,0.12551628685844768
75966,Fully Paid,12000,12000,22.35,333.82,60 months,D,D5,15.01,0,1,1,60,13,42,debt_consolidation,MORTGAGE,MD,MAY2003,1 year,53000,Source Verified,12000,0,12000,0,1,0.2646270973,0.1928031517901935,0.21124155917823043
75989,Fully Paid,11000,11000,13.56,373.61,36 months,C,C1,0.86,0,0,0,1.8,7,7,house,RENT,NC,JUL2014,2 years,108000,Source Verified,11000,0,11000,0,1,0.1825951791,0.15237631085365252,0.1715567968159956
76027,Fully Paid,6025,6025,16.14,212.24,36 months,C,C4,27.98,0,0,0,52.9,8,24,debt_consolidation,RENT,MA,MAY2006,1 year,60000,Not Verified,6025,0,6025,0,1,0.2499614565,0.18276805194730214,0.1715567968159956
76075,Fully Paid,4000,4000,20.89,150.48,36 months,D,D4,21.94,0,0,0,52.8,4,20,other,MORTGAGE,VA,FEB2007,< 1 year,42000,Not Verified,4000,0,4000,0,1,0.2190060817,0.17163221139629156,0.21124155917823043
76121,Fully Paid,5000,5000,10.08,161.53,36 months,B,B1,11.45,0,3,0,24,20,51,home_improvement,MORTGAGE,TX,OCT1991,10+ years,90000,Not Verified,5000,0,5000,0,1,0.0808140854,0.10336171873399481,0.12551628685844768
76157,Fully Paid,1800,1800,23.4,70.06,36 months,E,E1,35.61,0,0,0,84.9,22,40,other,MORTGAGE,DC,JUL1996,10+ years,87000,Not Verified,1800,0,1800,0,1,0.3423739822,0.24149633099446857,0.26321838497840144
76161,Fully Paid,7000,7000,10.08,226.14,36 months,B,B1,4.46,0,0,1,32.6,7,22,debt_consolidation,MORTGAGE,TX,AUG2003,n/a,78000,Not Verified,7000,0,7000,0,1,0.1104046005,0.11557729275273172,0.12551628685844768
76182,Fully Paid,10000,10000,12.98,336.85,36 months,B,B5,32.1,0,0,0,34.7,13,18,debt_consolidation,MORTGAGE,FL,SEP2000,< 1 year,55000,Not Verified,10000,0,10000,0,1,0.153879322,0.13352455310397932,0.12551628685844768
